"sampleID","time","resource","inoculum","replicate.id","treat1","treat2","missing","timeChar"
"S_10091",106,"Medium-A","Water",3,"Water/Medium-A","WA","Y","Day_106"
"S_10187",107,"Medium-A","Water",3,"Water/Medium-A","WA","N","Day_107"
"S_10283",108,"Medium-A","Water",3,"Water/Medium-A","WA","N","Day_108"
"S_10379",109,"Medium-A","Water",3,"Water/Medium-A","WA","N","Day_109"
"S_10475",110,"Medium-A","Water",3,"Water/Medium-A","WA","Y","Day_110"
"1112",NA,NA,NA,NA,NA,NA,NA,NA
"S_00012",1,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_001"
"S_00108",2,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_002"
"S_00204",3,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_003"
"S_00300",4,"Medium-A","Water",4,"Water/Medium-A","WA","Y","Day_004"
"S_00396",5,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_005"
"S_00492",6,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_006"
"S_00588",7,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_007"
"S_00684",8,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_008"
"S_00780",9,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_009"
"S_00876",10,"Medium-A","Water",4,"Water/Medium-A","WA","Y","Day_010"
"S_00972",11,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_011"
"S_01068",12,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_012"
"S_01164",13,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_013"
"S_01260",14,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_014"
"S_01356",15,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_015"
"S_01452",16,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_016"
"S_01548",17,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_017"
"S_01644",18,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_018"
"S_01740",19,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_019"
"S_01836",20,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_020"
"S_01932",21,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_021"
"S_02028",22,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_022"
"S_02124",23,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_023"
"S_02220",24,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_024"
"S_02316",25,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_025"
"S_02412",26,"Medium-A","Water",4,"Water/Medium-A","WA","Y","Day_026"
"S_02508",27,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_027"
"S_02604",28,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_028"
"S_02700",29,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_029"
"S_02796",30,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_030"
"S_02892",31,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_031"
"S_02988",32,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_032"
"S_03084",33,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_033"
"S_03180",34,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_034"
"S_03276",35,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_035"
"S_03372",36,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_036"
"S_03468",37,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_037"
"S_03564",38,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_038"
"S_03660",39,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_039"
"S_03756",40,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_040"
"S_03852",41,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_041"
"S_03948",42,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_042"
"S_04044",43,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_043"
"S_04140",44,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_044"
"S_04236",45,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_045"
"S_04332",46,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_046"
"S_04428",47,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_047"
"S_04524",48,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_048"
"S_04620",49,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_049"
"S_04716",50,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_050"
"S_04812",51,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_051"
"S_04908",52,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_052"
"S_05004",53,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_053"
"S_05100",54,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_054"
"S_05196",55,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_055"
"S_05292",56,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_056"
"S_05388",57,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_057"
"S_05484",58,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_058"
"S_05580",59,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_059"
"S_05676",60,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_060"
"S_05772",61,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_061"
"S_05868",62,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_062"
"S_05964",63,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_063"
"S_06060",64,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_064"
"S_06156",65,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_065"
"S_06252",66,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_066"
"S_06348",67,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_067"
"S_06444",68,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_068"
"S_06540",69,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_069"
"S_06636",70,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_070"
"S_06732",71,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_071"
"S_06828",72,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_072"
"S_06924",73,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_073"
"S_07020",74,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_074"
"S_07116",75,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_075"
"S_07212",76,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_076"
"S_07308",77,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_077"
"S_07404",78,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_078"
"S_07500",79,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_079"
"S_07596",80,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_080"
"S_07692",81,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_081"
"S_07788",82,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_082"
"S_07884",83,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_083"
"S_07980",84,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_084"
"S_08076",85,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_085"
"S_08172",86,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_086"
"S_08268",87,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_087"
"S_08364",88,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_088"
"S_08460",89,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_089"
"S_08556",90,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_090"
"S_08652",91,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_091"
"S_08748",92,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_092"
"S_08844",93,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_093"
"S_08940",94,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_094"
"S_09036",95,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_095"
"S_09132",96,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_096"
"S_09228",97,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_097"
"S_09324",98,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_098"
"S_09420",99,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_099"
"S_09516",100,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_100"
"S_09612",101,"Medium-A","Water",4,"Water/Medium-A","WA","Y","Day_101"
"S_09708",102,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_102"
"S_09877",103,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_103"
"S_09900",104,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_104"
"S_09996",105,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_105"
"S_10092",106,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_106"
"S_10188",107,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_107"
"S_10284",108,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_108"
"S_10380",109,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_109"
"S_10476",110,"Medium-A","Water",4,"Water/Medium-A","WA","N","Day_110"
"1113",NA,NA,NA,NA,NA,NA,NA,NA
"S_00025",1,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_001"
"S_00121",2,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_002"
"S_00217",3,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_003"
"S_00313",4,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_004"
"S_00409",5,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_005"
"S_00505",6,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_006"
"S_00601",7,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_007"
"S_00697",8,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_008"
"S_00793",9,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_009"
"S_00889",10,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_010"
"S_00985",11,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_011"
"S_01081",12,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_012"
"S_01177",13,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_013"
"S_01273",14,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_014"
"S_01369",15,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_015"
"S_01465",16,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_016"
"S_01561",17,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_017"
"S_01657",18,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_018"
"S_01753",19,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_019"
"S_01849",20,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_020"
"S_01945",21,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_021"
"S_02041",22,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_022"
"S_02137",23,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_023"
"S_02233",24,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_024"
"S_02329",25,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_025"
"S_02425",26,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_026"
"S_02521",27,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_027"
"S_02617",28,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_028"
"S_02713",29,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_029"
"S_02809",30,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_030"
"S_02905",31,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_031"
"S_03001",32,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_032"
"S_03097",33,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_033"
"S_03193",34,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_034"
"S_03289",35,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_035"
"S_03385",36,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_036"
"S_03481",37,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_037"
"S_03577",38,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_038"
"S_03673",39,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_039"
"S_03769",40,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_040"
"S_03865",41,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_041"
"S_03961",42,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_042"
"S_04057",43,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_043"
"S_04153",44,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_044"
"S_04249",45,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_045"
"S_04345",46,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_046"
"S_04441",47,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_047"
"S_04537",48,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_048"
"S_04633",49,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_049"
"S_04729",50,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_050"
"S_04825",51,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_051"
"S_04921",52,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_052"
"S_05017",53,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_053"
"S_05113",54,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_054"
"S_05209",55,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_055"
"S_05305",56,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_056"
"S_05401",57,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_057"
"S_05497",58,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_058"
"S_05593",59,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_059"
"S_05689",60,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_060"
"S_05785",61,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_061"
"S_05881",62,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_062"
"S_05977",63,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_063"
"S_06073",64,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_064"
"S_06169",65,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_065"
"S_06265",66,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_066"
"S_06361",67,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_067"
"S_06457",68,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_068"
"S_06553",69,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_069"
"S_06649",70,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_070"
"S_06745",71,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_071"
"S_06841",72,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_072"
"S_06937",73,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_073"
"S_07033",74,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_074"
"S_07129",75,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_075"
"S_07225",76,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_076"
"S_07321",77,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_077"
"S_07417",78,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_078"
"S_07513",79,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_079"
"S_07609",80,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_080"
"S_07705",81,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_081"
"S_07801",82,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_082"
"S_07897",83,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_083"
"S_07993",84,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_084"
"S_08089",85,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_085"
"S_08185",86,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_086"
"S_08281",87,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_087"
"S_08377",88,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_088"
"S_08473",89,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_089"
"S_08569",90,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_090"
"S_08665",91,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_091"
"S_08761",92,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_092"
"S_08857",93,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_093"
"S_08953",94,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_094"
"S_09049",95,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_095"
"S_09145",96,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_096"
"S_09241",97,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_097"
"S_09337",98,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_098"
"S_09433",99,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_099"
"S_09529",100,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_100"
"S_09625",101,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_101"
"S_09721",102,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_102"
"S_09864",103,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_103"
"S_09913",104,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_104"
"S_10009",105,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_105"
"S_10105",106,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_106"
"S_10201",107,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_107"
"S_10297",108,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_108"
"S_10393",109,"Medium-A","Water",5,"Water/Medium-A","WA","N","Day_109"
"S_10489",110,"Medium-A","Water",5,"Water/Medium-A","WA","Y","Day_110"
"1114",NA,NA,NA,NA,NA,NA,NA,NA
"S_00026",1,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_001"
"S_00122",2,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_002"
"S_00218",3,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_003"
"S_00314",4,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_004"
"S_00410",5,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_005"
"S_00506",6,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_006"
"S_00602",7,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_007"
"S_00698",8,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_008"
"S_00794",9,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_009"
"S_00890",10,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_010"
"S_00986",11,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_011"
"S_01082",12,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_012"
"S_01178",13,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_013"
"S_01274",14,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_014"
"S_01370",15,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_015"
"S_01466",16,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_016"
"S_01562",17,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_017"
"S_01658",18,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_018"
"S_01754",19,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_019"
"S_01850",20,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_020"
"S_01946",21,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_021"
"S_02042",22,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_022"
"S_02138",23,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_023"
"S_02234",24,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_024"
"S_02330",25,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_025"
"S_02426",26,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_026"
"S_02522",27,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_027"
"S_02618",28,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_028"
"S_02714",29,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_029"
"S_02810",30,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_030"
"S_02906",31,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_031"
"S_03002",32,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_032"
"S_03098",33,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_033"
"S_03194",34,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_034"
"S_03290",35,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_035"
"S_03386",36,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_036"
"S_03482",37,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_037"
"S_03578",38,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_038"
"S_03674",39,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_039"
"S_03770",40,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_040"
"S_03866",41,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_041"
"S_03962",42,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_042"
"S_04058",43,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_043"
"S_04154",44,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_044"
"S_04250",45,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_045"
"S_04346",46,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_046"
"S_04442",47,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_047"
"S_04538",48,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_048"
"S_04634",49,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_049"
"S_04730",50,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_050"
"S_04826",51,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_051"
"S_04922",52,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_052"
"S_05018",53,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_053"
"S_05114",54,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_054"
"S_05210",55,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_055"
"S_05306",56,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_056"
"S_05402",57,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_057"
"S_05498",58,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_058"
"S_05594",59,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_059"
"S_05690",60,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_060"
"S_05786",61,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_061"
"S_05882",62,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_062"
"S_05978",63,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_063"
"S_06074",64,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_064"
"S_06170",65,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_065"
"S_06266",66,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_066"
"S_06362",67,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_067"
"S_06458",68,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_068"
"S_06554",69,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_069"
"S_06650",70,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_070"
"S_06746",71,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_071"
"S_06842",72,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_072"
"S_06938",73,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_073"
"S_07034",74,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_074"
"S_07130",75,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_075"
"S_07226",76,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_076"
"S_07322",77,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_077"
"S_07418",78,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_078"
"S_07514",79,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_079"
"S_07610",80,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_080"
"S_07706",81,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_081"
"S_07802",82,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_082"
"S_07898",83,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_083"
"S_07994",84,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_084"
"S_08090",85,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_085"
"S_08186",86,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_086"
"S_08282",87,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_087"
"S_08378",88,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_088"
"S_08474",89,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_089"
"S_08570",90,"Medium-A","Water",6,"Water/Medium-A","WA","N","Day_090"
